pathway	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
PWY-5419	4849.858323797368	3758.703686419477	3900.5518904796468	5208.388727722991	4231.665020380437	5407.050454451963	521.008695721162	1932.3821681252189	3053.6549106395664	3952.050511467099	3809.6326274555004	5918.861579753886	6205.313657858826	4167.6852979814785	3250.624543634528	3336.255416339394	2591.3605439390767	4746.05023734107	2361.2169543831637	5224.342073167802	4950.389534809283
PWY-5420	5295.344413373475	4333.778420736202	4426.176572059822	5524.29190797009	4716.562138020766	6054.912382711485	688.6026643656766	2255.92049118146	3726.117815517787	4280.334419690062	4449.9629490028265	6515.955799037809	6566.8163556964555	4632.432436843211	3616.7075264056216	3778.6991330908595	2987.89560278194	5393.809699749391	2564.221459713794	5354.884112684008	5011.215653869999
PWY-5430	1429.8342167683588	894.0014171778083	894.2989399773899	979.4837772231937	1017.8158666118735	1474.2910444356073	186.1108716974081	411.5833040651999	1086.1534691389613	1029.2317713888365	1618.8149178779927	2631.8975261098485	1673.8201333831778	1257.7721322681869	761.3803600447258	865.234150005878	724.6742805136118	1420.242030552752	542.8628880378515	1317.1557775144468	1137.3950121774044
PWY-5431	3227.779910594394	2558.7230876433055	2839.4430178322946	2394.5772861238997	2972.6221715214506	3214.671348189017	528.5478121766255	1289.3577692663193	1789.4788270958645	2381.8060869467636	2237.8076565913725	3656.016345194884	3860.679071201831	2669.3548382825024	2201.579315124158	2276.915458601883	1906.360563265558	3372.6332403441875	1650.917079406559	3566.690631274411	3570.807866302474
PWY-5484	51752.465234793744	50563.78214280295	44427.3850708197	47156.77235137359	53578.701003269976	52386.84004417995	9911.568679632222	24689.884832918535	35974.02211959324	41546.61319396853	44475.5893931098	51294.420277816025	63219.44070301804	45958.629982787286	36747.93763355887	38886.93170018217	32141.34442367139	55052.294176665855	32082.685375194927	66539.5450629297	65886.38856287279
PWY-5499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0
PWY-5505	28276.182850359823	29090.459725964054	23888.5967193618	24465.83174393923	30632.940642640377	26574.005379224935	4844.223705278092	13487.603329385911	18854.186483453414	23860.004975378906	25364.030753491435	29404.051939071047	38443.72015368895	26658.385234727324	21593.351515639857	23202.68043488153	18334.97405055141	33100.84058024123	20355.952659606563	42519.03868917872	42436.69505193862
PWY-5507	1561.899476776024	1553.2889693645545	2425.73578311449	2851.520318094502	1190.7459364860795	1628.6150551800654	260.7146647194647	1229.5133162575157	1531.092602636807	1940.1308453600234	1775.6956648521764	2364.5773568921827	4148.631008516062	2655.662710540532	2300.957697672213	3402.3451629982924	2418.800144769033	5014.556364098875	1773.3938566453328	3820.5253105193297	3877.6826821086415
PWY-5509	20788.64709377094	19691.81330313663	19699.48155966651	21275.141589046587	21364.426427392915	19942.78434699834	4126.474646043996	9681.866928596719	14707.206030642734	16966.833975422538	17797.797042846327	22996.78300116671	27195.813784187678	19734.364238881255	16029.758807061904	17662.583310430342	14713.240543983506	26025.79067292632	13642.591881453342	28078.563316435888	28603.060511989548
PWY-5529	454.62367189784493	650.8488696016019	1399.147292591099	292.72377115252937	289.69307526934887	886.5591888873772	104.55534898050111	295.1646241186132	990.1229142983723	1333.1783057094924	287.784719981118	728.5253187392245	1109.272889929522	826.3924154202133	701.7920269032943	870.1887427163457	553.0442126891561	1099.799591210157	1023.0210905544457	2259.4310302738118	2259.9659054365065
PWY-5531	1744.4640587429046	1154.6527461043434	2047.8390675006906	703.6517292687956	1208.0249839844687	1813.868709124976	211.9984656633902	490.66803882684377	1364.1873793341567	2034.148864391615	1671.5248710527933	3085.186831429818	1884.2282963125608	1355.3195687944549	1143.4889394327433	1236.610048173861	656.255374066397	1389.7511749251273	1337.6094099758407	2974.334821985975	2962.0408814240723
PWY-5532	0.0	0.0	14.961552986595336	20.899813324664958	0.0	0.0	0.0	0.0	0.0	2.0092846609944712	0.0	25.43040947933791	23.935184381124465	2.9986698745759597	5.993302470180859	11.971402936300692	0.0	0.0	5.991707714307962	6.984266499626123	3.988189437881645
PWY-5647	1687.0952652154635	1589.6065373046463	1588.7896270465944	3076.8151402136614	1859.1181712234986	2279.225036123109	286.91589458119694	882.4457967961785	1523.4556926742298	1565.6534958985173	1778.6513728863208	2716.598511621811	2624.38012786348	1785.342093781955	1510.7273283921788	1488.9418476640706	1143.6034657986993	2112.196946694255	984.590278829798	2126.8220906042266	1982.8932090417713
PWY-5651	3305.807785197887	3028.960581020258	3716.3284155275387	6408.366954943033	3605.1931407776356	4917.089764066016	558.773744644684	1824.0499132454113	2737.995654443458	2895.6031344147905	2911.34495234349	4305.2208265689815	5878.366419983749	3969.898573049577	3209.343841374863	3218.5641385065255	2430.1874637911474	4791.958965224831	2034.7965039651745	4498.287085444149	4199.237535396048
PWY-5654	1742.3489182338476	1644.1094803649348	1552.663569238501	3015.753056533509	1894.4904281364854	2249.154972754136	302.88924528131037	883.2055021641528	1592.8990416430802	1630.99541386423	1968.9792012157995	3176.10018766943	2575.8927584374364	1761.564025561466	1503.7395922299027	1477.0448847173436	1143.6268346357697	2087.566219809082	1008.4926177336952	2162.0523239712843	2014.8349337973098
PWY-5655	2745.168582032102	2516.6726641773857	2607.2097553601816	4552.10415050573	2945.643619983506	3668.202285350367	396.01853372889036	1433.580730274707	2224.319706420011	2360.1982897442604	2726.014572665408	3853.8649518395514	4242.9530424307795	2929.7392639410996	2421.254587393118	2434.924511035415	1885.4633525442098	3498.746555382948	1596.8870194861709	3398.04417276797	3167.2942788835353
PWY-5656	239.57833313358017	362.10561458199857	27.740905577176623	343.22476054555983	431.14534808994625	60.60724610000688	0.0	307.96329476947153	206.0326629589237	285.7234491705205	488.275574923225	440.1226020719729	338.8915834238897	217.1183642365536	176.6100307702043	185.88572844174556	188.14838192558318	285.72938600553243	232.50498592811869	530.3031626583108	584.7523294316943
PWY-5659	71950.46868253233	72658.56147046619	59942.12906798437	57677.40272394015	76820.14919979544	68624.77829676216	12452.95013177825	34982.79307528296	46575.376804023945	57674.09316420023	62085.79469770517	68172.71339561927	88975.67484947164	64002.131784018246	50871.06959045831	52216.806202421714	43057.89340234955	73679.8211355679	44965.701759513126	93180.92818553564	93068.26799288647
PWY-5667	76190.05019578697	76383.77942380738	65242.99957472363	66243.96557397729	76029.7048802041	74468.8068812569	12810.939811630184	36133.84072977702	48759.941687966915	59530.26084357407	59240.89143391622	72403.80724334737	94525.33087362036	68428.3509043426	54085.86602084861	55484.02952617955	45082.424519296714	79460.78906802002	44258.27045759561	92160.4834237045	91630.1737747608
PWY-5676	10865.226068703205	10034.287644683249	9949.289402763778	11124.471278045025	9167.70852596734	10913.4594162823	2962.1532489364035	5282.774109683212	7693.756288204474	7671.60944121122	7093.78686741181	10209.03484847223	12762.414153100812	9075.735617831964	7106.8623500465355	9678.64979323089	7568.993443554883	14747.496441846397	4789.697397921585	10502.341695002162	10559.87614414927
PWY-5677	129.60648272113178	97.90517791645135	67.46534647541704	61.99677566179332	23.732649964976446	159.53028111940876	0.0	14.62846228994597	80.18607947570182	77.16080526329878	9.780676059834363	335.8669592890869	183.85625202969817	174.16727397340168	67.33394016038969	146.9843303627953	147.7786068445989	225.1270872123906	25.08104445785223	119.29780145197994	45.25201255836718
PWY-5679	0.0	8.0	17.999999999999996	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	14.000000000000002	8.999999999999998	7.000000000000001	10.999999999999998	16.0	0.0	8.999999999999998	20.0
PWY-5686	69734.47712943294	70517.45969129134	60024.04873646295	60687.524220334	70530.8576746698	67799.03668886323	11822.524376089861	33697.03449273008	45570.59593155373	55051.31145964245	55343.6360249281	66034.4992910917	87406.90542883726	63129.99342904126	50106.38103637418	51453.66207379551	41905.85707034687	73294.7148903334	40988.68931585252	85356.05919302428	84859.1045783707
PWY-5695	65766.14361505292	60880.99453569734	53777.8452463359	55740.47461848022	62378.25545578438	63171.2483382917	11608.816434996332	29546.97220629353	42470.33162463821	48736.158449485236	53064.50540288329	66253.56248191877	77722.9084679729	56967.450006597086	46114.531441728876	44356.57069599943	36314.944936019405	64036.56324242354	36414.029148698944	74641.29060694978	74578.10156023708
PWY-5705	7916.424949419256	4989.316968790193	6462.048524136905	4665.873596766518	5911.833947600335	6968.65348838774	1548.2455416088767	2939.7003444576826	5750.18736094691	5796.673945959572	6340.699146571071	10032.734912998809	8814.031484494444	6628.893410734156	5300.391818904829	5700.932029126276	4886.304100557698	8315.354451631289	4568.332760544514	8576.27078761369	8664.534815842579
PWY-5741	7412.862168018399	7572.237041172349	5406.169146508517	6855.6168879378	7604.279578549034	7040.533236204654	1077.6196869292305	3772.9068244381783	4847.898259989703	5020.460445217217	6983.497254312394	7394.982251054825	7940.324849628958	6119.117747418773	4867.248553589715	4415.813685144038	3714.8697085343606	6342.296753311349	3577.9690698725385	7591.661201491778	7579.26241173117
PWY-5743	165.52378567862598	60.43888093126461	69.02317893264693	112.91556508713774	48.473774275696556	21.522767372492975	0.0	0.0	74.60839487012088	166.11719695868237	99.29713149856543	345.3500084421023	203.2560194359018	115.04059284555416	105.66642846124401	135.65451506277714	23.889868947234426	71.08990649972755	82.06424674862903	214.49023504276985	264.26719202694153
PWY-5744	180.7021256929102	74.11214305619309	83.67870236140188	121.86122997984184	53.405670478882584	24.437205557492334	0.0	0.0	90.78599088805076	197.45037111301605	121.58220943670761	409.1267532263407	220.65701252264148	122.45569588826831	120.00395624299408	146.31458869970115	24.323443302860973	74.67925801209158	85.83519827440279	227.09794530135997	281.1394390588448
PWY-5747	4369.696235638475	3720.8404133174245	4126.153770256227	4399.43229775118	4035.3196835038766	4854.416473684609	669.0775587040649	1574.9478968083263	2717.709824444457	3125.6707020281106	4100.394828657624	5515.9179565412505	6032.76083992815	4273.766029803341	3400.968542845463	3253.5433274700827	2747.1371762474023	4700.017164370872	2691.1284023800404	5706.547009725177	5756.980808768296
PWY-5837	18132.124764231594	19316.646626943842	16746.42857489544	16325.802311997222	22238.90407986113	20499.788972298815	4600.698985201274	10146.608830611529	14995.484743797882	16663.891120369484	19363.285409743585	20235.667698645	21065.202575133753	15504.154445716256	12410.886607251945	14140.183017431627	11848.125556917239	20784.557690645775	11151.964870464762	22476.945919026002	22822.784076136617
PWY-5838	28622.863583041555	30660.92158881684	25839.33282139014	26863.52014364533	33521.659850783035	31053.90140977168	6429.356325406429	15534.91091009461	22448.753973380786	25530.79419325781	28940.80378146829	31956.90766524045	35599.1177498441	25962.307809667596	20712.693269388863	22859.121416676357	18911.689142342206	33168.792871695	17832.25218806831	36594.01295285995	36754.482917171685
PWY-5840	28133.59498335517	30299.720841665905	25672.822863657242	26930.337175700995	33073.34250581504	30679.96626614488	6520.166251002299	15385.15277900042	22442.859749969804	25229.642597296435	28692.801032122577	31605.05330228617	34736.718892389574	25375.047855666373	20250.584288301106	22545.40343263484	18672.86872738214	32811.71848810152	17354.995023087104	35522.37769880316	35728.394487375255
PWY-5845	18247.608183787415	15247.935292299642	14491.470890438897	11820.124182693098	17777.03907529861	17231.510214297392	2986.809704565808	5832.75164246811	11012.926219813611	14980.764540535387	16215.279807016695	22231.829281625494	27845.028592243623	19564.26192114225	15496.60675891854	17210.2454865654	13308.127386599715	24210.666063867848	13434.172190310928	28439.416805927307	28164.708776053325
PWY-5850	18247.608183787415	15247.935292299642	14491.470890438897	11820.124182693098	17777.03907529861	17231.510214297392	2986.809704565808	5832.75164246811	11012.926219813611	14980.764540535387	16215.279807016695	22231.829281625494	27845.028592243623	19564.26192114225	15496.60675891854	17210.2454865654	13308.127386599715	24210.666063867848	13434.172190310928	28439.416805927307	28164.708776053325
PWY-5855	24454.935797433478	20307.14682646176	20795.461312350024	18838.655865798708	21230.157840043386	23701.089902658194	3180.1611179971883	10173.534872203829	14051.189550347985	18065.44326456796	16935.898580174395	24326.701376647154	31740.833796114974	23255.056955039392	18535.56274196427	17485.32959872134	14240.921616469672	25093.545521060176	14123.56832029072	29673.163437311272	29833.48578389819
PWY-5856	24454.935797433478	20307.14682646176	20795.461312350024	18838.655865798708	21230.157840043386	23701.089902658194	3180.1611179971883	10173.534872203829	14051.189550347985	18065.44326456796	16935.898580174395	24326.701376647154	31740.833796114974	23255.056955039392	18535.56274196427	17485.32959872134	14240.921616469672	25093.545521060176	14123.56832029072	29673.163437311272	29833.48578389819
PWY-5857	24454.935797433478	20307.14682646176	20795.461312350024	18838.655865798708	21230.157840043386	23701.089902658194	3180.1611179971883	10173.534872203829	14051.189550347985	18065.44326456796	16935.898580174395	24326.701376647154	31740.833796114974	23255.056955039392	18535.56274196427	17485.32959872134	14240.921616469672	25093.545521060176	14123.56832029072	29673.163437311272	29833.48578389819
PWY-5860	13548.430509431848	11093.189531533777	10672.726448586121	8535.357508750421	13133.458183587298	12749.798280848425	2208.3572844383743	4164.261229097888	8101.573015617563	11157.953594260987	12173.588990692131	17021.713606629917	21177.29612914224	14822.921076168479	11737.533420250067	13209.803422220775	10127.04083947051	18543.788577456373	10255.986015764485	21754.25252644033	21530.00749251073
PWY-5861	22720.874142426856	24573.8687204228	20730.26786177045	21694.188682779863	27389.68901731018	25197.86944915223	5437.086445020094	12574.369712587086	18502.04113107521	20726.958010031307	24114.027876759446	26167.140040249746	28179.58983955295	20589.37463695545	16441.756560532944	18462.690079782584	15302.575906182154	26886.43253029659	14292.712884005095	29227.256415509983	29411.755595924347
PWY-5862	13548.430509431848	11093.189531533777	10672.726448586121	8535.357508750421	13133.458183587298	12749.798280848425	2208.3572844383743	4164.261229097888	8101.573015617563	11157.953594260987	12173.588990692131	17021.713606629917	21177.29612914224	14822.921076168479	11737.533420250067	13209.803422220775	10127.04083947051	18543.788577456373	10255.986015764485	21754.25252644033	21530.00749251073
PWY-5863	19674.82857733494	20981.71977614273	18125.779166595818	17810.743347561223	23971.300030517297	22097.823950153048	4902.022986324068	10944.063291532355	16105.746601347319	17975.41046659417	20797.598463147515	21803.344380451406	22928.696688789318	16851.164511230272	13491.27544654901	15303.236125298456	12805.646399265024	22455.15813600925	12085.520195980798	24407.364206689108	24751.921667910025
PWY-5896	18247.608183787415	15247.935292299642	14491.470890438897	11820.124182693098	17777.03907529861	17231.510214297392	2986.809704565808	5832.75164246811	11012.926219813611	14980.764540535387	16215.279807016695	22231.829281625494	27845.028592243623	19564.26192114225	15496.60675891854	17210.2454865654	13308.127386599715	24210.666063867848	13434.172190310928	28439.416805927307	28164.708776053325
PWY-5897	27600.254548368917	29630.07298746853	25071.72387340074	26046.82377587861	32616.8658896634	30150.579815034802	6380.006184951652	15086.715626907991	21938.25301269285	24784.010688746213	28323.64121427581	31023.288560861856	34114.0658631803	24911.16383930225	19882.124420267864	22069.19175338633	18286.776387062335	32093.807379720944	17191.520609066712	35202.45980630956	35399.630269625486
PWY-5898	27600.254548368917	29630.07298746853	25071.72387340074	26046.82377587861	32616.8658896634	30150.579815034802	6380.006184951652	15086.715626907991	21938.25301269285	24784.010688746213	28323.64121427581	31023.288560861856	34114.0658631803	24911.16383930225	19882.124420267864	22069.19175338633	18286.776387062335	32093.807379720944	17191.520609066712	35202.45980630956	35399.630269625486
PWY-5899	27600.254548368917	29630.07298746853	25071.72387340074	26046.82377587861	32616.8658896634	30150.579815034802	6380.006184951652	15086.715626907991	21938.25301269285	24784.010688746213	28323.64121427581	31023.288560861856	34114.0658631803	24911.16383930225	19882.124420267864	22069.19175338633	18286.776387062335	32093.807379720944	17191.520609066712	35202.45980630956	35399.630269625486
PWY-5910	2811.1526225217362	2612.7674975554787	2355.602045850743	2187.5004468290863	1804.552921645775	3214.1144399911514	268.2989161465996	1323.3874294019674	2114.3493098236163	1842.2589536803432	1603.893643452591	1606.8642872129014	2542.131978650621	1792.6837733428486	1468.971651262076	2100.8035917369407	1603.4520371667857	3364.0795716207185	1086.5222598651442	2207.0865695336774	2274.0416074338373
PWY-5913	41285.89432317205	38221.53994730332	32276.88354709187	33462.19164060706	38514.94233404347	40454.327214180325	6235.018881283049	18716.711837374154	27446.482180708306	31474.099810378262	33719.97242290926	43044.20873279123	53988.07996282544	38839.797240811975	31290.55543530917	31195.626995799357	25238.814251380543	43931.50604825902	24673.171602024082	51953.08312425299	51534.80612148088
PWY-5918	45829.33583702835	46780.25723922969	40092.561135223244	42410.34644819155	46445.49009936281	45329.552718569226	8223.731117776113	22225.9749339236	29692.696352333543	35374.678127875224	35843.644573110694	43530.00704568472	56117.39626857347	40665.23801877722	32275.694044816024	32627.508944584566	26608.80219839547	46614.75172008456	24567.610133479717	51252.84804602417	50992.031558070434
PWY-5920	32242.808859488276	28415.076048748553	27824.084651101617	27193.287929267768	29594.797800294044	31706.74028690853	4839.529678793052	13935.325199608247	19722.062893612867	24002.066594827756	23877.2792124663	33308.36060370404	44240.76928228511	31881.720429782737	25258.36270792483	25017.63619100624	19892.92446396621	35568.93488326264	19162.181225569566	40188.65685898222	39921.52831056651
PWY-5941	2119.5591745015695	1445.0630260102412	1122.3758794914038	1800.1863650099313	1991.580788981656	2808.993517190474	481.3395358787386	869.5153421902601	1201.0134331519614	1524.41544746553	2695.114632503622	4094.8977132545438	3627.911153468933	2552.51570203111	2136.5206687976147	2067.095115441486	1369.2850099836933	2817.58414418556	1230.3834848416311	2780.351006276569	3180.464101543039
PWY-5971	17936.51998425276	22776.209637277803	19533.560536369354	13903.640558439969	16418.319042432537	19314.49442438586	2648.208594393602	10162.0805984329	11836.447222278739	20676.79746735055	12607.336923358735	18188.346670769144	21953.833404150064	16888.137558153998	14642.84551635239	19250.31836052521	15609.058974370526	26556.91748179618	9723.305592179391	24638.70964844385	27369.24758723906
PWY-5973	88373.27936094583	83721.39310611568	71913.62698105446	69542.00979633741	85460.83771359886	83094.2361288942	12995.590050114946	40437.25164402286	50470.388327470464	68060.49024658275	60983.20994225587	78545.2263439212	114915.57427561187	81124.0886456576	64585.26851787958	64935.915373776545	52564.014417614504	92069.14021712872	53622.78994155593	111092.94438539732	111246.74057141374
PWY-5989	33065.60112954309	27940.23159054559	25277.67339287409	25346.723803187353	27665.747589994426	31356.019897243103	4305.274298118825	13938.489965234203	18443.083402855715	22954.333643085796	22461.247655740655	34139.584221421734	46111.25159787992	31800.013032637842	26402.95822903746	27954.666850955033	22107.93716762965	39245.538348062815	20502.836323855976	41860.08209790406	42330.87126970469
PWY-6071	6282.957196312484	5485.303282573661	6222.820147407286	6209.874251236879	5694.423035116088	6866.913202609163	1590.9423376379366	2706.3774858852585	4662.688905716608	4980.361980132649	5030.250601104632	7649.354671605919	7413.912945342914	5568.526062444869	4348.863773920063	4726.565482874841	3945.1251986519164	6989.204913396519	2744.356191452757	5982.495062571905	6100.496067329419
PWY-6107	555.2292460361243	357.58658737875055	360.28624252686865	798.8439484927155	180.907371720368	752.4552514643657	51.63284568192544	178.695512350868	406.5813777821391	443.09501665141596	340.47689563854516	1018.9527392903135	648.5283813948981	479.56687458396	361.3339476520338	278.8849213340019	224.82245344899704	418.1903167832948	118.76113046844755	360.1987485968486	300.48700671412826
PWY-6121	66738.85329175236	67403.32675934792	57919.60612518063	57626.37981333865	67435.53943741064	65225.393993938356	11519.511284835533	32179.267314490655	43406.430326709706	52417.28395834407	52693.84458065211	63358.60363584988	84336.5400908018	61062.431556235926	48433.612124007836	49433.881038255895	40153.98896070046	70555.44718747263	39438.62307225047	82108.81532418128	81577.12827886836
PWY-6122	67333.45189204611	68621.4228839323	58522.60892853292	58740.24228001237	68665.1924589858	65831.01906288964	11637.242808704219	32673.718936628527	43913.50684978957	53181.89613948454	53583.14041315912	64074.78659441965	84925.71274517164	61498.28893387925	48789.354398683114	49878.388939705896	40522.57574514464	71190.62883134822	39892.98356538434	83075.39409246006	82493.23472467333
PWY-6123	58079.653092326356	58952.72553705866	50359.732155182784	50501.37010126576	58788.669600540874	56632.31639885156	9964.419703734404	28083.48500454798	37966.30995175839	45799.14666975852	45999.41754831716	54773.84914718206	72919.23666194738	52685.77402951442	41831.15078714136	42864.49630270937	34885.80661518724	61229.87790831467	34245.3143427254	71093.2825266726	70752.79512508003
PWY-6125	64551.37303585267	65344.44366894558	56153.85959455814	56973.125533002516	65862.83524990467	63710.69587972304	11353.23986133094	31330.28988805568	43198.20580606895	51477.45729045973	53372.23180782157	63171.234826648426	80370.81442643135	58252.06469386689	46294.97504444291	47406.93641861487	38718.57654467213	67689.60737916357	37840.541242180865	78666.98689001454	78234.7055700435
PWY-6126	68426.13120613106	69616.36485780048	59611.69094165546	60467.60848104215	69504.14903683712	67288.60611181088	11767.516813265656	33277.54438893195	45058.68976974579	54498.46085726465	54890.71683503331	65322.470469263055	85820.3841311956	61948.80341982559	49194.164655973575	50594.06374860256	41173.3812825153	72172.54399465163	40328.31535259872	84101.06303315343	83692.03304675798
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.079466403034482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.52291768469311
PWY-6147	47310.921355892635	48046.71912371642	43073.67713089069	45302.605856335605	49477.612938233804	48759.60884534106	8924.306706352167	23548.77602871203	33958.11637219982	39020.21172269217	41562.49895586114	50523.895496661426	61664.115874557836	44916.10553475075	35920.057308255775	37149.83918324389	30164.52828910613	53704.65016744241	28937.716701020625	60002.787808451554	59480.14591588603
PWY-6148	0.0	0.0	16.686214122598933	33.32827807207824	0.0	0.0	0.0	0.0	0.0	3.210470097164366	0.0	47.14642067191667	23.924794038910612	4.7955338831899095	9.5782110393137	14.346725809897851	0.0	0.0	0.0	11.162008888965053	12.357986289076857
PWY-6151	22117.17973198326	20263.52140294833	21371.850296571374	21496.9791321164	17560.155008412537	24971.508072521905	5372.695879995599	9361.013030370334	16453.143314165914	16941.702811253876	13697.395542789742	23096.744529389834	29460.145268560605	20627.3402500259	16617.62244990142	19081.921794905775	15501.128074078815	28413.742220738754	11030.23684884724	23131.757014489882	23466.56683337421
PWY-6163	60468.0341264377	60751.79915723149	51835.834423851054	52727.47594552487	60705.124649850324	58794.53745321893	10359.800476338902	29007.808430496392	39548.96657501951	47796.96383745481	48521.66394446794	57641.21896549815	75430.64612831263	54387.927581891745	43329.10737375874	44328.84139623597	36191.932960379905	63150.93183581107	35558.98121201592	73539.76766458122	73352.85711326016
PWY-6165	0.0	0.0	12.304893496635056	42.14854700767621	0.0	0.0	0.0	0.0	0.0	5.309383037267152	0.0	37.86186806384448	15.622222084909223	7.830537761720191	15.273429928805696	15.475436631997589	0.0	0.0	0.0	18.25655219173519	10.520428909251077
PWY-6167	160.90198680027737	208.7833461256839	14.925820905129315	58.116250758516614	58.485482356795956	0.0	0.0	417.7206390948314	264.96515852680216	388.748442840059	660.9860232611019	584.7292885851697	494.76425579420817	256.5126721793347	262.89195146015334	315.6068150156111	353.1678602750661	505.599573602308	240.82800903934344	638.4148651758163	698.6297301034931
PWY-6174	92.02690117916599	101.88569683374708	275.56808669393524	24.315508135245636	117.83399392949035	433.6711585332401	0.0	43.392418698477876	94.3780624291748	120.19897549689401	82.09977364752241	420.0636175444032	206.08599695032524	161.1341477811575	81.89819670839248	61.81256071917761	48.15214628662779	96.03213693319141	78.04858362790551	160.85690615948525	89.0264187031377
PWY-6182	3514.1547249518435	2758.3220455170517	3030.6680368548646	2621.3065664563937	3170.2187475296614	3461.964830910939	568.5717214607677	1386.5858298088265	1950.5827838274065	2572.102356583369	2437.600484899218	3985.253283929149	4177.897453250961	2909.6133866771056	2388.492199735081	2442.468263593689	2047.1871191300397	3617.106099483898	1797.1141132557345	3858.353055234912	3863.4160248258754
PWY-6185	2179.8162227263683	1042.4457163828913	1779.6934694781262	2416.676565629403	1329.7599076973636	1694.6301667609694	316.700645324973	555.9919019960325	1252.7669363096993	1306.2673392301822	1932.866512463236	2905.4984524650235	2416.321940902278	1763.7710281278387	1466.2116782404569	1442.8606819692131	1218.081262913068	2328.366017509868	1093.541586169805	2321.1859509412157	2229.4681513324567
PWY-621	9094.158822769832	9080.073440024871	9334.626881270171	10510.563311439999	8070.545426055636	11773.659543142358	2944.6128697401764	4797.747265788898	8087.090485585628	7546.768608261409	6329.330209261926	8698.850337304253	9439.440755428697	7094.50371213308	5624.091701021025	6985.624686248921	5433.803313828858	10801.33039644402	3787.043814921299	6768.079342662839	6796.978977668721
PWY-6210	1339.7207063149751	1274.9081285738428	1187.5120314783642	1581.2666554767316	1314.8789028318588	1757.5069451776906	166.02570838998076	506.28193229301604	1157.514924815417	1223.7839046276517	1518.1648595325616	1968.0794301783376	1791.531401354411	1280.6925290521249	945.9869160614987	1075.8137039111487	810.0941817708715	1436.884352310952	703.6058855522813	1564.98691079017	1360.1865311569766
PWY-622	47.74563217748307	451.29263719105325	141.37185560383722	82.82809077993414	692.6952417643458	434.03155088105535	0.0	58.58352974821162	148.9529238487913	324.6942779289396	116.43209494240227	83.10154490584456	188.70516199507165	141.29144226211014	186.17278228690253	140.30787084606663	105.47539555198014	106.68333660682065	128.6469038715122	188.7000883330248	269.36813090043387
PWY-6263	29224.908083876904	29112.642112303824	22370.342952323885	22148.828158603446	27859.133768730815	25078.423299340124	3620.216006805319	12403.621575179359	12947.704866058075	20630.22433820248	16884.749890208277	20312.371347177737	37193.06209714394	26112.509434687625	20404.75942395289	19113.83410965054	15379.186286125603	26401.48779789802	17034.74142763612	36764.31014945605	36148.3592172036
PWY-6269	20826.465921075283	19737.051988033956	19738.08679030995	21343.019862824145	21422.395515300617	19981.59483074335	4130.429342406837	9687.599208603448	14712.66034746605	17008.159201864044	17819.062305238116	23047.332244863333	27309.717079702303	19809.427772329444	16081.034397826263	17727.518235140982	14769.511851086067	26127.973189572258	13695.17145964921	28211.85035364374	28740.143155295154
PWY-6277	67333.45189204611	68621.4228839323	58522.60892853292	58740.24228001237	68665.1924589858	65831.01906288964	11637.242808704219	32673.718936628527	43913.50684978957	53181.89613948454	53583.14041315912	64074.78659441965	84925.71274517164	61498.28893387925	48789.354398683114	49878.388939705896	40522.57574514464	71190.62883134822	39892.98356538434	83075.39409246006	82493.23472467333
PWY-6282	32414.972958238384	27397.391670857243	24779.664622081706	24782.666894137685	27119.018927678226	30706.57043146386	4206.792862811246	13665.550625828144	18012.54692561307	22537.330060446635	21836.02131710445	33255.140093536495	45339.93626275396	31233.164418906268	25913.435492762084	27410.050495917134	21655.672289715178	38470.33698336797	20128.147368322498	41119.43750473044	41571.86644778454
PWY-6317	41343.65003424603	41893.96678304132	35452.351132080905	35135.5816857959	42895.855698712796	41861.079590155736	7938.12053906049	19547.062538414597	27895.04929231966	32159.04447415491	35813.65627228732	40468.58010605932	51133.61582501381	36935.28487502935	29178.836571034946	30265.112814232263	24481.364063710225	43310.564606742686	23759.614777042145	49802.43928338016	49659.50615947198
PWY-6338	901.61231014132	422.7931067311826	365.07042595234003	269.87030035757056	481.65959077053026	659.4362476432108	0.0	123.22008738304936	456.68143944623034	569.5413138333471	528.670555346374	1524.937025390842	1167.4427144848469	707.0134648068331	626.9590206475564	570.2355836397303	288.9331589644532	718.1045185653262	259.95046907100846	863.2894484947261	633.6008945338028
