OTUID	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
d__Bacteria;p__Firmicutes;c__Limnochordia;o__M55-D21;f__M55-D21	9.0	1.0	39.0	18.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	6.0	6.0	3.0	13.0	5.0	10.0	1.0
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__SJA-28	5.0	18.0	1.0	4.0	1.0	7.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	16.0	1.0	14.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__	9.0	6.0	1.0	25.0	1.0	1.0	1.0	13.0	5.0	1.0	1.0	1.0	21.0	6.0	3.0	4.0	4.0	1.0	1.0	1.0	6.0
d__Bacteria;p__Firmicutes;c__Sulfobacillia;o__Sulfobacillales;f__Sulfobacillaceae	1.0	1.0	13.0	40.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales	1.0	23.0	33.0	31.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	1.0	4.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group	10.0	1.0	1.0	4.0	5.0	8.0	1.0	12.0	9.0	16.0	3.0	8.0	25.0	4.0	1.0	15.0	10.0	35.0	10.0	32.0	17.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	8.0	16.0	3.0	1.0	1.0
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190	10.0	30.0	5.0	3.0	12.0	5.0	1.0	21.0	1.0	6.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Sedimentibacteraceae	1.0	1.0	22.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	9.0	13.0	1.0	1.0	7.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__uncultured;f__uncultured	1.0	1.0	1.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Armatimonadota;__;__;__	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24.0	12.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	12.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767	10.0	20.0	1.0	5.0	21.0	10.0	1.0	9.0	3.0	5.0	12.0	11.0	4.0	6.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0
d__Bacteria;p__Patescibacteria;c__uncultured;o__uncultured;f__uncultured	41.0	8.0	15.0	7.0	5.0	10.0	1.0	12.0	7.0	26.0	1.0	3.0	10.0	4.0	1.0	1.0	1.0	7.0	1.0	4.0	4.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae	1.0	1.0	1.0	30.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae	9.0	1.0	1.0	5.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	8.0	1.0	1.0	9.0	1.0	11.0	1.0	1.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae	1.0	1.0	1.0	11.0	1.0	8.0	1.0	1.0	4.0	1.0	1.0	27.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Moranbacteria;f__Candidatus_Moranbacteria	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	22.0	9.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	4.0	11.0	11.0	1.0	1.0	1.0	9.0	6.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15	12.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	14.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae	1.0	5.0	27.0	22.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	11.0	19.0	28.0	1.0	15.0	4.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__211ds20	1.0	1.0	1.0	11.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	27.0	13.0	1.0	1.0	1.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;__	14.0	1.0	15.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae	14.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0	20.0	6.0	3.0	6.0	25.0	11.0	3.0	1.0	3.0	8.0	5.0	15.0	17.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae	1.0	1.0	4.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	7.0	10.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__D8A-2;o__D8A-2;f__D8A-2	1.0	1.0	1.0	28.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae	11.0	16.0	10.0	1.0	1.0	15.0	1.0	1.0	1.0	10.0	1.0	1.0	36.0	1.0	1.0	1.0	12.0	15.0	1.0	7.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__uncultured;f__uncultured	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	12.0	1.0	18.0	1.0	1.0	1.0	16.0	6.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__uncultured	1.0	1.0	14.0	28.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amb-16S-1323	1.0	1.0	1.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B)	8.0	1.0	3.0	4.0	1.0	1.0	1.0	6.0	1.0	11.0	1.0	4.0	30.0	18.0	10.0	1.0	15.0	18.0	11.0	20.0	14.0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;__;__	1.0	4.0	4.0	1.0	1.0	1.0	1.0	4.0	1.0	4.0	1.0	1.0	11.0	1.0	1.0	7.0	8.0	13.0	6.0	24.0	27.0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria;f__Parcubacteria	1.0	4.0	1.0	5.0	3.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	9.0	11.0	1.0	8.0	3.0	11.0	8.0	19.0	24.0
d__Bacteria;p__WS2;c__WS2;o__WS2;f__WS2	7.0	9.0	14.0	1.0	5.0	8.0	1.0	6.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	5.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Entomoplasmatales;f__type_III	6.0	14.0	1.0	1.0	6.0	11.0	1.0	3.0	37.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	7.0	18.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__uncultured	1.0	1.0	6.0	1.0	1.0	13.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Proteinivoracales;f__uncultured	1.0	1.0	22.0	8.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	5.0	1.0	1.0	11.0	4.0	1.0	1.0	1.0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae	16.0	6.0	1.0	1.0	1.0	15.0	5.0	1.0	3.0	1.0	8.0	40.0	7.0	10.0	1.0	8.0	1.0	10.0	1.0	1.0	17.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae	1.0	1.0	10.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	9.0	8.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiaceae	1.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	8.0	1.0	1.0	8.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;__	1.0	1.0	1.0	23.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae	1.0	1.0	1.0	7.0	1.0	23.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	6.0	8.0	1.0	1.0	4.0	4.0	4.0	4.0	5.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	6.0	8.0	11.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae	30.0	85.0	13.0	18.0	10.0	15.0	4.0	3.0	3.0	1.0	17.0	5.0	6.0	7.0	4.0	1.0	4.0	8.0	13.0	14.0	32.0
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae	1.0	1.0	7.0	22.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	16.0	7.0	4.0	7.0	7.0	1.0	1.0	1.0	8.0	5.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae	10.0	1.0	1.0	68.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	19.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__D05-2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	23.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	4.0	1.0	10.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	10.0	6.0	7.0	1.0	7.0	1.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	15.0	1.0	1.0	1.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetales	1.0	1.0	14.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	11.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__uncultured;f__uncultured	1.0	1.0	1.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014;f__DTU014	1.0	1.0	1.0	16.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb;o__Lineage_IIb;f__Lineage_IIb	10.0	1.0	1.0	15.0	7.0	12.0	1.0	1.0	8.0	17.0	5.0	6.0	15.0	4.0	1.0	3.0	6.0	1.0	1.0	17.0	16.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__01D2Z36	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	28.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	7.0	9.0	3.0	1.0	4.0
d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae	14.0	3.0	7.0	12.0	14.0	4.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	15.0	30.0	4.0	1.0	6.0
d__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia;o__Halanaerobiales;f__Halobacteroidaceae	5.0	1.0	1.0	7.0	1.0	1.0	6.0	1.0	1.0	7.0	4.0	28.0	6.0	1.0	4.0	1.0	1.0	6.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Marinococcaceae	1.0	1.0	19.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Criblamydiaceae	1.0	1.0	10.0	3.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	6.0	1.0	1.0	27.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae	6.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	5.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	4.0
d__Bacteria;p__Nitrospirota;c__4-29-1;o__4-29-1;f__4-29-1	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Dethiobacteria;o__Dethiobacterales;f__Dethiobacteraceae	7.0	4.0	18.0	37.0	1.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	4.0	7.0	4.0	1.0	1.0	4.0	1.0	1.0	1.0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202_clade;f__SAR202_clade	5.0	20.0	5.0	16.0	1.0	16.0	1.0	1.0	1.0	14.0	3.0	4.0	1.0	1.0	3.0	9.0	1.0	14.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__uncultured;f__uncultured	1.0	1.0	4.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales;f__uncultured	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Thermaerobacteria;o__Thermaerobacterales;f__Thermaerobacteraceae	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Thermovenabulia;o__Thermovenabulales;f__Thermovenabulales	4.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Proteiniboraceae	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae	1.0	1.0	1.0	15.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae	10.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__FFCH16767;f__FFCH16767	1.0	8.0	10.0	1.0	8.0	1.0	1.0	5.0	1.0	1.0	1.0	3.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__Blfdi19	11.0	14.0	5.0	6.0	5.0	13.0	1.0	4.0	7.0	7.0	1.0	5.0	17.0	1.0	4.0	1.0	1.0	1.0	1.0	7.0	4.0
d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	11.0	8.0	7.0	1.0	6.0	6.0	1.0	1.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	10.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__uncultured	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	7.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	8.0	1.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__uncultured	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	10.0
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage	6.0	5.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	3.0	1.0	1.0	5.0	1.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6	1.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Chloroflexi;__;__;__	9.0	16.0	9.0	4.0	7.0	7.0	1.0	1.0	6.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	5.0
d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15	1.0	6.0	4.0	20.0	5.0	10.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae	6.0	9.0	11.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	10.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0
d__Bacteria;p__Firmicutes;__;__;__	1.0	1.0	3.0	40.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	7.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae	1.0	1.0	6.0	15.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadales	1.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__37-13	6.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	6.0	4.0	3.0	4.0	1.0	5.0	1.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	14.0	20.0	5.0	20.0	18.0	4.0	3.0	12.0	3.0	16.0	1.0	1.0	16.0	6.0	3.0	7.0	1.0	6.0	1.0	5.0	4.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__A21b	1.0	1.0	8.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmatales	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacterales	4.0	6.0	1.0	21.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage	1.0	5.0	1.0	8.0	5.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae	1.0	1.0	1.0	7.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Symbiobacteriia;o__Symbiobacteriales;f__Symbiobacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	9.0	1.0	13.0	1.0	1.0	8.0
