OTUID	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
d__Bacteria;p__Entotheonellaeota;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__Candidatus_Entotheonella	197.0	262.0	171.0	75.0	169.0	155.0	12.0	112.0	131.0	149.0	87.0	67.0	120.0	102.0	64.0	127.0	70.0	191.0	42.0	71.0	78.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured;g__uncultured	53.0	76.0	66.0	172.0	83.0	64.0	1.0	46.0	61.0	72.0	58.0	64.0	61.0	50.0	36.0	90.0	73.0	93.0	30.0	77.0	84.0
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__uncultured	57.0	151.0	35.0	1.0	130.0	80.0	1.0	54.0	37.0	46.0	97.0	56.0	118.0	89.0	84.0	29.0	17.0	32.0	41.0	100.0	90.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__mle1-7	60.0	30.0	20.0	48.0	81.0	39.0	1.0	25.0	25.0	12.0	46.0	69.0	72.0	63.0	44.0	22.0	15.0	26.0	43.0	83.0	96.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacteraceae	143.0	211.0	53.0	220.0	173.0	60.0	11.0	71.0	9.0	30.0	72.0	62.0	148.0	102.0	67.0	47.0	17.0	52.0	51.0	137.0	147.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__uncultured	39.0	17.0	39.0	8.0	22.0	87.0	1.0	25.0	39.0	46.0	36.0	39.0	115.0	109.0	80.0	46.0	42.0	58.0	66.0	80.0	93.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Microcoleus_PCC-7113	1.0	1.0	136.0	1.0	1.0	1.0	1.0	1.0	1.0	377.0	1.0	1.0	1.0	1.0	1.0	145.0	86.0	155.0	6.0	9.0	9.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__uncultured;g__uncultured	68.0	130.0	52.0	118.0	210.0	63.0	25.0	115.0	68.0	49.0	186.0	100.0	84.0	100.0	98.0	59.0	32.0	84.0	74.0	189.0	169.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Chryseolinea	169.0	117.0	19.0	148.0	42.0	109.0	29.0	31.0	63.0	30.0	15.0	177.0	165.0	63.0	70.0	13.0	1.0	12.0	1.0	29.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter	269.0	157.0	386.0	363.0	408.0	435.0	82.0	67.0	222.0	202.0	202.0	395.0	543.0	404.0	243.0	218.0	115.0	219.0	191.0	504.0	349.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium	58.0	63.0	54.0	236.0	34.0	90.0	1.0	42.0	34.0	54.0	23.0	56.0	93.0	81.0	55.0	38.0	26.0	56.0	40.0	95.0	73.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flaviaesturariibacter	44.0	19.0	29.0	1.0	175.0	28.0	18.0	1.0	14.0	56.0	147.0	80.0	323.0	245.0	159.0	124.0	47.0	191.0	162.0	411.0	451.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured	128.0	363.0	179.0	165.0	413.0	264.0	20.0	128.0	150.0	207.0	452.0	331.0	191.0	102.0	83.0	185.0	185.0	365.0	138.0	321.0	320.0
d__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobiaceae	268.0	155.0	271.0	205.0	275.0	261.0	1.0	120.0	200.0	209.0	311.0	289.0	376.0	299.0	182.0	401.0	312.0	561.0	160.0	352.0	315.0
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__C0119;g__C0119	96.0	188.0	72.0	131.0	203.0	68.0	12.0	55.0	78.0	112.0	207.0	138.0	94.0	43.0	42.0	77.0	56.0	81.0	160.0	275.0	248.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola	1.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	6.0	1.0	1.0	1.0	97.0	51.0	31.0	73.0	64.0	88.0	163.0	293.0	280.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus	210.0	82.0	200.0	74.0	225.0	187.0	147.0	46.0	85.0	197.0	402.0	535.0	290.0	201.0	201.0	188.0	151.0	265.0	165.0	347.0	314.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	29.0	88.0	45.0	290.0	15.0	42.0	1.0	1.0	1.0	10.0	1.0	1.0	91.0	35.0	49.0	44.0	44.0	71.0	42.0	79.0	90.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilus	72.0	1.0	58.0	16.0	54.0	66.0	42.0	24.0	36.0	19.0	114.0	74.0	53.0	56.0	33.0	49.0	55.0	95.0	38.0	76.0	93.0
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10	388.0	162.0	126.0	190.0	98.0	354.0	54.0	72.0	300.0	164.0	114.0	231.0	157.0	104.0	69.0	170.0	125.0	308.0	151.0	397.0	331.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas	49.0	35.0	28.0	38.0	46.0	72.0	1.0	26.0	41.0	71.0	87.0	202.0	42.0	43.0	41.0	29.0	32.0	41.0	36.0	73.0	55.0
d__Bacteria;p__Chloroflexi;c__TK10;o__TK10;f__TK10;g__TK10	164.0	356.0	64.0	153.0	451.0	133.0	21.0	122.0	121.0	120.0	377.0	377.0	160.0	167.0	151.0	69.0	78.0	101.0	159.0	475.0	458.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer	1.0	26.0	37.0	18.0	40.0	83.0	14.0	40.0	38.0	36.0	25.0	99.0	45.0	38.0	33.0	24.0	29.0	44.0	22.0	41.0	32.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__uncultured;g__uncultured	64.0	34.0	13.0	21.0	51.0	20.0	1.0	54.0	21.0	26.0	58.0	27.0	37.0	35.0	33.0	24.0	33.0	34.0	43.0	64.0	71.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia	169.0	75.0	134.0	83.0	110.0	132.0	1.0	74.0	126.0	132.0	354.0	406.0	144.0	142.0	79.0	40.0	112.0	151.0	151.0	279.0	212.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella	119.0	110.0	41.0	29.0	117.0	90.0	10.0	59.0	32.0	59.0	110.0	91.0	148.0	106.0	69.0	36.0	30.0	59.0	63.0	121.0	113.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;__	149.0	211.0	138.0	137.0	204.0	195.0	46.0	138.0	188.0	126.0	96.0	381.0	228.0	183.0	114.0	85.0	73.0	151.0	34.0	81.0	96.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;__	31.0	73.0	101.0	500.0	1.0	1.0	1.0	1.0	1.0	54.0	1.0	1.0	39.0	70.0	26.0	59.0	48.0	56.0	32.0	70.0	64.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_13	24.0	19.0	38.0	23.0	28.0	56.0	1.0	22.0	33.0	53.0	26.0	33.0	111.0	71.0	64.0	82.0	59.0	122.0	45.0	52.0	76.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage	393.0	589.0	311.0	265.0	368.0	397.0	5.0	258.0	115.0	272.0	65.0	91.0	310.0	223.0	172.0	153.0	73.0	168.0	54.0	165.0	136.0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__JGI_0001001-H03	54.0	45.0	45.0	12.0	43.0	78.0	1.0	18.0	40.0	69.0	27.0	40.0	87.0	53.0	35.0	14.0	12.0	14.0	19.0	55.0	66.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Sporacetigenium	23.0	28.0	32.0	24.0	28.0	11.0	10.0	10.0	19.0	12.0	18.0	18.0	70.0	38.0	37.0	60.0	52.0	82.0	22.0	54.0	68.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Cnuella	31.0	1.0	40.0	1.0	44.0	1.0	1.0	1.0	13.0	1.0	25.0	61.0	88.0	80.0	42.0	38.0	18.0	44.0	57.0	127.0	91.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__uncultured;g__uncultured	62.0	137.0	96.0	9.0	205.0	112.0	55.0	78.0	47.0	103.0	211.0	87.0	91.0	88.0	50.0	68.0	52.0	78.0	92.0	85.0	179.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;__	103.0	67.0	70.0	47.0	111.0	111.0	40.0	28.0	73.0	79.0	71.0	239.0	78.0	80.0	53.0	51.0	26.0	57.0	37.0	52.0	47.0
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;__	31.0	27.0	1.0	9.0	16.0	1.0	1.0	75.0	43.0	79.0	119.0	129.0	112.0	35.0	53.0	37.0	48.0	77.0	37.0	105.0	119.0
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea	148.0	117.0	56.0	46.0	201.0	178.0	45.0	32.0	110.0	110.0	67.0	146.0	174.0	159.0	129.0	43.0	70.0	81.0	80.0	127.0	147.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Domibacillus	72.0	111.0	75.0	74.0	85.0	142.0	59.0	82.0	56.0	89.0	68.0	139.0	99.0	97.0	21.0	46.0	22.0	85.0	1.0	47.0	43.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured	185.0	220.0	81.0	69.0	104.0	329.0	25.0	26.0	100.0	138.0	217.0	284.0	523.0	216.0	270.0	177.0	94.0	155.0	126.0	165.0	160.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_8	1.0	16.0	1.0	18.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	93.0	64.0	59.0	195.0	173.0	271.0	94.0	148.0	171.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium	64.0	46.0	18.0	12.0	26.0	49.0	1.0	18.0	13.0	29.0	37.0	42.0	115.0	33.0	37.0	34.0	20.0	29.0	25.0	51.0	65.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;__	81.0	18.0	89.0	664.0	81.0	67.0	1.0	60.0	71.0	81.0	80.0	102.0	99.0	83.0	43.0	33.0	1.0	1.0	32.0	53.0	81.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia	94.0	102.0	8.0	82.0	99.0	43.0	1.0	53.0	18.0	6.0	29.0	24.0	43.0	37.0	33.0	11.0	1.0	1.0	10.0	19.0	19.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas	133.0	38.0	90.0	1.0	44.0	52.0	1.0	13.0	30.0	36.0	99.0	108.0	48.0	50.0	46.0	1.0	33.0	30.0	1.0	42.0	26.0
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	134.0	143.0	135.0	149.0	171.0	125.0	1.0	47.0	38.0	94.0	219.0	83.0	293.0	180.0	108.0	136.0	91.0	165.0	169.0	384.0	383.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__uncultured	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	25.0	134.0	75.0	68.0	118.0	46.0	93.0	50.0	62.0	110.0
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup_7;f__Subgroup_7;g__Subgroup_7	549.0	150.0	974.0	84.0	98.0	269.0	61.0	140.0	80.0	354.0	110.0	254.0	319.0	231.0	169.0	339.0	223.0	352.0	239.0	550.0	579.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	300.0	176.0	165.0	52.0	118.0	216.0	1.0	41.0	129.0	150.0	61.0	237.0	343.0	275.0	225.0	144.0	133.0	321.0	153.0	322.0	304.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Euzebyales;f__Euzebyaceae;g__uncultured	61.0	46.0	122.0	42.0	135.0	119.0	1.0	27.0	44.0	53.0	152.0	65.0	58.0	36.0	53.0	121.0	121.0	199.0	43.0	79.0	56.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Rhizocola	39.0	45.0	15.0	60.0	66.0	29.0	1.0	24.0	8.0	25.0	48.0	22.0	21.0	19.0	25.0	13.0	19.0	20.0	31.0	60.0	57.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Citricoccus	1.0	1.0	1.0	54.0	1.0	20.0	1.0	1.0	53.0	23.0	216.0	44.0	1.0	1.0	1.0	25.0	22.0	33.0	30.0	37.0	41.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	34.0	28.0	46.0	15.0	78.0	27.0	1.0	6.0	21.0	35.0	90.0	43.0	146.0	133.0	100.0	91.0	45.0	118.0	153.0	270.0	281.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured	225.0	343.0	118.0	169.0	199.0	188.0	14.0	148.0	91.0	51.0	42.0	41.0	29.0	19.0	26.0	1.0	4.0	21.0	5.0	10.0	13.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	63.0	49.0	14.0	1.0	26.0	46.0	42.0	50.0	38.0	53.0	70.0	86.0	138.0	74.0	64.0	85.0	39.0	117.0	55.0	172.0	180.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter	45.0	22.0	83.0	141.0	67.0	129.0	27.0	48.0	53.0	107.0	28.0	130.0	162.0	157.0	43.0	69.0	91.0	142.0	43.0	122.0	96.0
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__Rokubacteriales;g__Rokubacteriales	68.0	137.0	52.0	27.0	76.0	47.0	10.0	44.0	24.0	8.0	14.0	33.0	1.0	17.0	20.0	13.0	14.0	28.0	1.0	8.0	10.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__Fonticella	13.0	18.0	1.0	1.0	19.0	9.0	1.0	1.0	10.0	1.0	10.0	13.0	400.0	258.0	188.0	477.0	330.0	610.0	213.0	356.0	380.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphobaculum	101.0	68.0	42.0	33.0	24.0	100.0	17.0	30.0	35.0	53.0	30.0	83.0	290.0	211.0	119.0	116.0	48.0	136.0	90.0	265.0	193.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;__	18.0	1.0	1.0	1.0	1.0	1.0	20.0	1.0	1.0	1.0	45.0	1.0	49.0	47.0	63.0	81.0	67.0	104.0	27.0	127.0	118.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga	43.0	1.0	102.0	64.0	25.0	33.0	1.0	1.0	14.0	29.0	20.0	82.0	92.0	93.0	72.0	89.0	89.0	162.0	64.0	116.0	118.0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter	104.0	15.0	35.0	31.0	13.0	73.0	1.0	9.0	18.0	1.0	9.0	36.0	215.0	142.0	101.0	139.0	88.0	100.0	54.0	118.0	108.0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Blastocatellaceae	136.0	70.0	38.0	44.0	60.0	65.0	1.0	60.0	18.0	38.0	47.0	52.0	64.0	15.0	21.0	1.0	1.0	3.0	27.0	65.0	57.0
d__Bacteria;p__Actinobacteriota;__;__;__;__	64.0	56.0	47.0	85.0	42.0	51.0	15.0	47.0	72.0	52.0	74.0	19.0	37.0	41.0	33.0	77.0	61.0	64.0	25.0	45.0	66.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Caenimonas	60.0	16.0	53.0	1.0	14.0	41.0	1.0	1.0	40.0	75.0	18.0	88.0	96.0	67.0	42.0	46.0	1.0	34.0	94.0	152.0	150.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__uncultured	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38.0	142.0	60.0	84.0	33.0	28.0	65.0	17.0	38.0	31.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;__	41.0	12.0	133.0	41.0	6.0	50.0	1.0	21.0	35.0	73.0	1.0	1.0	80.0	56.0	65.0	40.0	43.0	35.0	37.0	3.0	43.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__	48.0	28.0	86.0	69.0	134.0	151.0	1.0	12.0	63.0	124.0	137.0	304.0	288.0	269.0	195.0	182.0	150.0	297.0	103.0	379.0	364.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;__;__	1.0	1.0	3.0	327.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	48.0	55.0	1.0	65.0	50.0	88.0	28.0	42.0	58.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter	84.0	49.0	67.0	982.0	164.0	66.0	13.0	80.0	43.0	18.0	85.0	40.0	335.0	290.0	262.0	285.0	200.0	375.0	67.0	122.0	202.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;__	87.0	96.0	146.0	366.0	14.0	93.0	30.0	21.0	32.0	46.0	13.0	10.0	20.0	22.0	3.0	59.0	3.0	114.0	20.0	38.0	36.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum	84.0	27.0	132.0	29.0	59.0	97.0	1.0	69.0	98.0	82.0	67.0	32.0	63.0	82.0	79.0	135.0	105.0	260.0	28.0	22.0	6.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella	12.0	93.0	1.0	62.0	159.0	18.0	1.0	37.0	25.0	16.0	56.0	70.0	25.0	23.0	11.0	1.0	1.0	1.0	19.0	39.0	37.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobium	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.0	55.0	25.0	116.0	93.0	158.0	59.0	134.0	126.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__uncultured	88.0	43.0	64.0	55.0	76.0	57.0	1.0	22.0	41.0	49.0	60.0	43.0	127.0	98.0	70.0	59.0	69.0	106.0	85.0	167.0	160.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinomycetospora	111.0	30.0	21.0	1.0	45.0	63.0	1.0	29.0	39.0	117.0	162.0	143.0	32.0	35.0	38.0	32.0	41.0	88.0	37.0	69.0	73.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus	60.0	64.0	113.0	29.0	5.0	101.0	50.0	54.0	158.0	57.0	1.0	1.0	39.0	62.0	20.0	93.0	58.0	129.0	1.0	1.0	7.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Parviterribacter	48.0	68.0	55.0	27.0	122.0	42.0	1.0	29.0	10.0	1.0	175.0	31.0	58.0	41.0	20.0	46.0	19.0	55.0	82.0	136.0	131.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parasegetibacter	26.0	1.0	1.0	1.0	17.0	18.0	1.0	1.0	1.0	25.0	6.0	26.0	138.0	83.0	60.0	108.0	70.0	136.0	55.0	116.0	92.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilaceae	50.0	1.0	1.0	28.0	35.0	1.0	1.0	1.0	1.0	28.0	34.0	91.0	50.0	3.0	34.0	19.0	20.0	19.0	1.0	41.0	43.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter	32.0	1.0	14.0	39.0	1.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	61.0	48.0	32.0	198.0	87.0	235.0	43.0	95.0	82.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiales;g__Frankiales	51.0	20.0	28.0	45.0	13.0	39.0	1.0	19.0	18.0	1.0	11.0	10.0	46.0	37.0	34.0	24.0	1.0	29.0	1.0	1.0	15.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;__	75.0	17.0	38.0	6.0	46.0	32.0	1.0	7.0	17.0	32.0	84.0	72.0	54.0	25.0	34.0	1.0	18.0	14.0	41.0	93.0	90.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Acidibacter	41.0	107.0	42.0	84.0	39.0	78.0	13.0	38.0	17.0	24.0	34.0	50.0	76.0	71.0	50.0	1.0	17.0	18.0	1.0	29.0	20.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__Leptolyngbya_EcFYyyy-00	1.0	1.0	192.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0	1.0	78.0	49.0	79.0	1.0	1.0	9.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora	39.0	63.0	21.0	42.0	38.0	37.0	1.0	38.0	99.0	56.0	57.0	61.0	91.0	95.0	57.0	35.0	21.0	56.0	37.0	1.0	1.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Candidatus_Solibacter	28.0	38.0	47.0	35.0	14.0	45.0	1.0	22.0	31.0	29.0	16.0	19.0	85.0	79.0	36.0	70.0	46.0	98.0	28.0	48.0	65.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;__	1.0	133.0	17.0	1.0	112.0	20.0	1.0	12.0	40.0	13.0	119.0	86.0	17.0	37.0	38.0	1.0	1.0	13.0	18.0	38.0	41.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia	169.0	105.0	621.0	97.0	58.0	468.0	25.0	32.0	105.0	106.0	76.0	128.0	76.0	47.0	78.0	60.0	68.0	95.0	102.0	274.0	242.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella	18.0	60.0	1.0	1.0	62.0	1.0	10.0	23.0	9.0	8.0	36.0	24.0	25.0	20.0	22.0	1.0	1.0	5.0	19.0	40.0	34.0
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales;g__Kapabacteriales	60.0	27.0	59.0	19.0	20.0	38.0	12.0	21.0	16.0	45.0	20.0	47.0	111.0	76.0	43.0	85.0	66.0	133.0	29.0	81.0	67.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__uncultured	17.0	61.0	97.0	38.0	91.0	15.0	13.0	42.0	20.0	134.0	11.0	22.0	116.0	99.0	90.0	33.0	87.0	163.0	89.0	121.0	153.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996_marine_group	47.0	56.0	20.0	1.0	30.0	55.0	23.0	57.0	45.0	31.0	33.0	23.0	52.0	26.0	12.0	14.0	7.0	34.0	15.0	12.0	17.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Geminicoccus	36.0	1.0	35.0	19.0	17.0	30.0	17.0	9.0	11.0	27.0	19.0	109.0	27.0	36.0	43.0	34.0	34.0	34.0	36.0	50.0	44.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Melghirimyces	20.0	41.0	16.0	60.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	42.0	24.0	22.0	22.0	20.0	22.0	20.0	23.0	49.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum	76.0	28.0	11.0	30.0	54.0	50.0	1.0	1.0	10.0	32.0	54.0	142.0	376.0	234.0	188.0	271.0	211.0	355.0	206.0	413.0	430.0
